product_id,category,base_price,competitor_price,promotion_flag,season,customer_segment,day_of_week,channel,current_price,units_sold,baseline_revenue,price_minus_10,price_plus_5,price_plus_10,demand_baseline,demand_minus_10,demand_plus_5,demand_plus_10,revenue_baseline,revenue_minus_10,revenue_plus_5,revenue_plus_10
1871,Grocery,228.18,287.9,False,Spring,Regular,Thu,Mobile App,228.18,154.0,35139.72,205.36200000000002,239.58900000000003,250.99800000000002,-50.991818852046435,100.27529489199469,-126.62537572406723,-202.2589325960878,-11635.313225659957,20592.735109609817,-30338.047144353546,-50766.587563752844
1663,Electronics,225.02,25.96,True,Spring,Regular,Fri,Web,179.47,9.0,1615.23,161.523,188.4435,197.417,271.9208426639607,390.89669025640137,212.43291886774045,152.94499507152022,48801.63363290102,63138.80610028472,40031.60274665305,30193.942092034307
1130,Home,21.62,77.68,True,Spring,Regular,Sun,Web,18.52,1910.0,35373.2,16.668,19.446,20.372,1338.904888465672,1351.1823314779415,1332.7661669595373,1326.6274454534025,24796.518534384246,22521.507101074327,25916.970882695165,27026.054318776714
1661,Grocery,206.11,64.97,False,Summer,Regular,Wed,Web,206.11,31.0,6389.410000000001,185.49900000000002,216.41550000000004,226.72100000000003,95.31658680712576,231.9528599852497,26.998450218063454,-41.319686370998625,19645.701706816693,43027.02357440384,5842.883103167313,-9368.04061371918
1308,Electronics,195.85,205.23,True,Summer,Regular,Wed,Web,145.25,197.0,28614.25,130.725,152.51250000000002,159.775,498.77510825783804,595.0655292908909,450.62989774131154,402.48468722478515,72447.08447445098,77789.94131655172,68726.69227927178,64306.99090134005
1769,Fashion,289.5,134.32,False,Fall,Premium,Thu,Mobile App,289.5,25.0,7237.5,260.55,303.975,318.45000000000005,-457.4998131891757,-265.58190001142157,-553.4587697780528,-649.4177263669303,-132446.19591826637,-69197.36404797589,-168237.6295432836,-206807.074961549
1343,Electronics,290.32,142.32,False,Spring,Regular,Thu,Mobile App,290.32,32.0,9290.24,261.288,304.836,319.35200000000003,-462.9358300736578,-270.47431520745545,-559.166587506759,-655.3973449398604,-134399.53018698434,-70671.69287192562,-170454.1058692104,-209302.45290123433
1491,Home,119.56,55.55,False,Winter,Premium,Sat,Web,119.56,38.0,4543.28,107.604,125.53800000000001,131.51600000000002,669.0815396753339,748.3413175666373,629.4516507296822,589.8217617840306,79995.38888358293,80524.51913544044,79020.10132930285,77570.99882278858
1413,Home,181.05,130.27,True,Winter,Regular,Wed,Mobile App,140.9,80.0,11272.0,126.81,147.94500000000002,154.99,527.6125149011275,621.0191952698515,480.9091747167655,434.2058345324035,74340.60334956886,78751.44415216986,71148.10785347188,67297.56229417723
1805,Fashion,50.99,97.94,False,Fall,Regular,Tue,Mobile App,50.99,267.0,13614.33,45.891000000000005,53.539500000000004,56.089000000000006,1123.6518784179457,1157.4546224349876,1106.7505064094246,1089.8491344009035,57295.009280531056,53116.75007816403,59254.86873790739,61128.548099412285
1385,Fashion,29.27,154.24,True,Fall,Premium,Mon,Web,23.46,1782.0,41805.72,21.114,24.633000000000003,25.806000000000004,1306.1562013811088,1321.7085131018346,1298.3800455207459,1290.603889660383,30642.424484400814,27906.553545632138,31982.995661312536,33305.32397657585
1191,Fashion,135.51,73.0,False,Spring,Regular,Tue,Mobile App,135.51,33.0,4471.83,121.95899999999999,142.28549999999998,149.061,563.3443819832726,653.177875643782,518.427635153018,473.5108883227631,76338.79720255327,79660.92053564,73764.73528156473,70582.0065242794
1955,Fashion,210.07,188.3,True,Fall,Regular,Sun,Web,185.15,135.0,24995.25,166.63500000000002,194.40750000000003,203.66500000000002,234.2664818055964,357.0077654838733,172.89583996645774,111.5251981273193,43374.43910630618,59489.989001405236,33612.24800827914,22713.779476600488
1276,Electronics,174.65,119.55,False,Fall,Regular,Sun,Web,174.65,50.0,8732.5,157.185,183.38250000000002,192.115,303.8740150825022,419.6545454330885,245.9837499072089,188.09348473191562,53071.59673415901,65963.39972390002,45109.115017358745,36135.579819271974
1160,Grocery,134.6,110.43,False,Spring,Premium,Wed,Mobile App,134.6,85.0,11441.0,121.14,141.33,148.06,569.377034867271,658.6072632393806,524.7619206812161,480.1468064951614,76638.14889313468,79783.68386881857,74164.60224987628,71090.53616967359
1459,Electronics,247.25,98.61,True,Spring,Premium,Sun,Web,206.4,51.0,10526.4,185.76000000000002,216.72000000000003,227.04000000000002,93.39409303090633,230.2226155866524,24.979831753033295,-43.43442952483974,19276.540801579067,42766.15307137655,5413.629137517376,-9861.352879319616
1313,Grocery,240.38,205.41,True,Summer,Regular,Sun,Mobile App,172.47,199.0,34321.53,155.223,181.0935,189.717,318.3258648485646,432.6612102225447,261.15819216157433,203.9905194745843,54901.66191043194,67158.97103437406,47294.05107221206,38700.46938315971
1021,Home,222.26,173.1,True,Fall,Regular,Fri,Web,196.93,105.0,20677.65,177.23700000000002,206.77650000000003,216.62300000000002,156.17345875779188,286.7240447408492,90.89816576626299,25.622872774734333,30755.239233171957,50818.109517733894,18795.60457356768,5550.503569081276
1252,Fashion,32.34,257.0,False,Winter,Regular,Fri,Mobile App,32.34,1228.0,39713.520000000004,29.106000000000005,33.95700000000001,35.574000000000005,1247.2881160954971,1268.7272363447842,1236.5685559708536,1225.84899584621,40337.29767452838,36927.574941051294,41990.15845510228,43608.352178233086
1747,Home,240.98,80.07,False,Summer,Regular,Mon,Web,240.98,13.0,3132.74,216.882,253.029,265.07800000000003,-135.84671656103615,23.905886953903973,-215.72301831850632,-295.5993200759767,-32736.34175687849,5184.756574336601,-54584.179602113334,-78356.87656709977
1856,Fashion,276.63,21.63,True,Winter,Regular,Mon,Web,235.76,3.0,707.28,212.184,247.548,259.336,-101.24182858908875,55.05028612865681,-179.38788594796165,-257.53394330683454,-23868.773508163566,11680.789911922915,-44407.11239064601,-66787.82272142125
1560,Fashion,27.24,62.79,False,Fall,Premium,Sat,Web,27.24,539.0,14682.359999999999,24.516,28.602,29.964000000000002,1281.0974894014228,1299.1556723201172,1272.0683979420755,1263.0393064827283,34897.09561129475,31850.100462599992,36383.70031793924,37845.70977944847
1474,Electronics,126.48,109.57,False,Summer,Regular,Wed,Web,126.48,94.0,11889.12,113.83200000000001,132.804,139.12800000000001,623.2068606014113,707.0541064001069,581.2832377020636,539.3596148027158,78823.2037288665,80485.38303973697,77196.73909978486,75040.02448827225
1058,Fashion,296.62,62.1,False,Summer,Regular,Wed,Mobile App,296.62,9.0,2669.58,266.958,311.451,326.28200000000004,-504.70035003980115,-308.06238317698467,-603.0193334712098,-701.3383169026183,-149704.21782880582,-82239.71768816149,-187810.9744289418,-228834.06871562015
1681,Electronics,158.94,139.15,False,Fall,Regular,Fri,Web,158.94,126.0,20026.44,143.046,166.887,174.834,408.02014344252007,513.3860609571049,355.33718468522784,302.6542259279354,64850.721598754135,73437.82247567002,59301.156740563616,52914.24893588466
1475,Fashion,61.46,206.31,False,Spring,Regular,Thu,Web,61.46,446.0,27411.16,55.314,64.533,67.60600000000001,1054.2432238075453,1094.9868332856277,1033.8714190685043,1013.4996143294632,64793.78853521174,60568.101696361206,66718.8242867478,68518.65492635769
1699,Electronics,173.99,227.96,False,Fall,Regular,Thu,Web,173.99,136.0,23662.64,156.591,182.6895,191.38900000000004,308.2493457456219,423.5923430298965,250.5778471034846,192.9063484613473,53632.30366628076,66330.74858739453,45777.94159841205,36920.15312566881
1782,Electronics,46.96,148.63,False,Fall,Premium,Fri,Mobile App,46.96,275.0,12914.0,42.264,49.308,51.656000000000006,1150.3679126185104,1181.4990532154961,1134.8023423200175,1119.2367720215248,54021.27717656525,49934.87598509973,55954.83389511542,57815.29469554389
1189,Electronics,144.66,229.09,False,Fall,Regular,Tue,Web,144.66,222.0,32114.52,130.194,151.893,159.126,502.68638869911183,598.5856816880374,454.7367422046491,406.78709571018635,72718.61298921352,77932.26424169233,69071.32798369076,64730.40339197912
1957,Electronics,57.68,112.29,False,Spring,Regular,Tue,Mobile App,57.68,291.0,16784.88,51.912,60.564,63.44800000000001,1079.3019357872315,1117.539674067345,1060.1830666471747,1041.0641975071178,62254.135656207516,58013.719560184014,64208.92724841949,66053.44120343162
1686,Grocery,221.89,237.58,True,Fall,Premium,Fri,Web,198.79,152.0,30216.079999999998,178.911,208.7295,218.669,143.84298143445426,275.6266151498455,77.95116457675863,12.059347719062998,28594.54627935516,49312.63334307401,16270.70760652454,2637.0055063797868
1957,Electronics,292.36,290.54,False,Fall,Regular,Sun,Mobile App,292.36,114.0,33329.04,263.124,306.978,321.59600000000006,-476.4595793960282,-282.64568959758867,-573.3665242952479,-670.2734691944679,-139297.7226322228,-74370.86442967593,-176010.90889510664,-215557.26659906414
1562,Home,146.18,265.34,False,Summer,Regular,Tue,Web,146.18,202.0,29528.36,131.562,153.489,160.79800000000003,492.60986959616923,589.516814495389,444.15639714655936,395.70292469694937,72009.71073756802,77558.01114864237,68173.12124162825,63628.238885420076
1875,Electronics,193.39,141.54,False,Spring,Regular,Thu,Mobile App,193.39,66.0,12763.74,174.051,203.05949999999999,212.729,179.64114140543438,307.8449591237277,115.53923254628785,51.43732368714109,34740.800336396955,53580.72298044392,23461.338791232934,10942.210430641837
1566,Grocery,134.98,178.06,False,Summer,Regular,Fri,Web,134.98,174.0,23486.519999999997,121.482,141.72899999999998,148.478,566.8579050915355,656.3400464412185,522.1168344166939,477.3757637418522,76514.48002925546,79733.50152177211,73999.0968250436,70879.79864886274
1243,Electronics,50.15,157.84,False,Summer,Regular,Mon,Mobile App,50.15,387.0,19408.05,45.135,52.6575,55.165000000000006,1129.2204810800981,1162.466364830925,1112.5975392046846,1095.974597329271,56630.407126166916,52467.9193766438,58586.60492067068,60459.43866166925
1831,Grocery,291.46,111.3,False,Fall,Regular,Fri,Web,291.46,43.0,12532.779999999999,262.31399999999996,306.033,320.606,-470.4932194008645,-277.2759656019414,-567.1018463003263,-663.7104731997879,-137129.95372657597,-72733.36764090764,-173551.87932882778,-212789.5599706912
1504,Home,47.58,241.78,True,Spring,Regular,Wed,Mobile App,41.76,1427.0,59591.52,37.583999999999996,43.848,45.936,1184.8402148127875,1212.5241251903453,1170.9982596240086,1157.1563044352297,49478.927370582,45571.506721153935,51345.93168799353,53155.13200053671
1130,Electronics,42.37,136.71,True,Spring,Regular,Thu,Mobile App,31.9,422.0,13461.8,28.71,33.495,35.09,1250.2050032042437,1271.352434742656,1239.6312874350376,1229.0575716658313,39881.53960221537,36500.528401461655,41521.44997263658,43127.630189754025
1818,Fashion,201.08,83.87,False,Summer,Regular,Thu,Web,201.08,28.0,5630.240000000001,180.972,211.13400000000001,221.18800000000005,128.66190989120514,261.9636507609214,62.011039456347135,-4.6398309785111,25871.33684092353,47408.08580550546,13092.638804576396,-1026.2749344749134
1646,Fashion,112.93,13.3,False,Fall,Premium,Wed,Mobile App,112.93,25.0,2823.25,101.63700000000001,118.57650000000001,124.22300000000001,713.0337249730372,787.8982843345701,675.6014452922708,638.1691656115042,80522.8985612051,80079.61792491272,80110.45477769895,79275.2882597579
1020,Home,65.83,150.595,True,Winter,Regular,Thu,Web,49.74,3680.0,183043.2,44.766000000000005,52.227000000000004,54.714000000000006,1131.9384895223393,1164.912572428942,1115.4514480690377,1098.9644066157364,56302.62046884116,52148.47621735402,58256.682778301634,60128.7385435734
1840,Grocery,247.5,141.05,False,Winter,Premium,Sat,Web,247.5,70.0,17325.0,222.75,259.875,272.25,-179.06968008155286,-14.994780214560933,-261.1071300150488,-343.1445799485448,-44319.74582018433,-3340.087292793448,-67855.21541266081,-93421.11189099132
1166,Fashion,115.3,27.35,False,Fall,Regular,Wed,Web,115.3,12.0,1383.6,103.77,121.065,126.83000000000001,697.3223103191071,773.7580111460331,659.1044599056441,620.8866094921812,80401.26237979306,80292.86881662386,79794.48143847681,78747.04868189334
1273,Fashion,66.35,151.41,False,Fall,Premium,Sat,Mobile App,66.35,243.0,16123.05,59.714999999999996,69.6675,72.985,1021.826001167158,1065.811332909279,999.8333352960974,977.840669425037,67798.15517744093,63644.92374467759,69655.88888674087,71367.70125798632
1387,Home,115.87,150.595,True,Summer,Regular,Wed,Web,91.28,50.0,4564.0,82.152,95.84400000000001,100.40800000000002,856.5578293011333,917.0699782298566,826.3017548367716,796.0456803724098,78186.59865860746,75339.13285153918,79196.06539057555,79929.35467483294
1600,Home,72.22,192.63,False,Spring,Premium,Thu,Web,72.22,331.0,23904.82,64.998,75.831,79.44200000000001,982.9120754209259,1030.78879973767,958.9737132625538,935.0353511041817,70985.91008689927,66999.21040534908,72719.93565041272,74281.07836241841
1315,Grocery,160.64,139.06,False,Spring,Regular,Fri,Mobile App,160.64,80.0,12851.199999999999,144.576,168.672,176.704,396.7503523405451,503.2432489653271,343.5039040281538,290.2574557157627,63733.97659998516,72756.89596241113,57939.49050023675,51289.653454798135
1013,Home,203.8,59.63,False,Fall,Regular,Wed,Mobile App,203.8,27.0,5502.6,183.42000000000002,213.99,224.18000000000004,110.63024412804498,245.735151574077,43.07779040502896,-24.474663317987506,22546.443753295567,45072.74150171721,9218.216368772148,-5486.73002262644
1241,Electronics,241.87,129.46,False,Fall,Regular,Mon,Mobile App,241.87,56.0,13544.720000000001,217.68300000000002,253.9635,266.057,-141.74678366736453,18.5958265582085,-221.91808878015104,-302.08939389293755,-34284.29456562546,4047.9953126705013,-56359.09453991789,-80372.9978709733
1776,Grocery,75.99,77.49,False,Fall,Regular,Wed,Web,75.99,95.0,7219.049999999999,68.39099999999999,79.7895,83.589,957.919656330075,1008.2956225559042,932.7316732171604,907.5436901042458,72792.3146845224,68958.34592222083,74422.19384016062,75860.6695121238
1345,Electronics,58.42,199.4,False,Spring,Regular,Mon,Mobile App,58.42,552.0,32247.84,52.578,61.341,64.262,1074.3962620134305,1113.124567670924,1055.0321091846836,1035.667956355937,62766.229626824614,58525.86351900185,64716.72460949768,66554.09421134522
1564,Fashion,15.68,95.59,True,Fall,Regular,Fri,Web,11.01,3356.0,36949.56,9.909,11.560500000000001,12.111,1388.6908479808685,1395.9896950416182,1385.0414244504934,1381.3920009201186,15289.486236269362,13832.861888167396,16011.771387359931,16730.038523143558
1897,Fashion,76.15,248.39,True,Summer,Regular,Wed,Web,63.21,757.0,47849.97,56.889,66.3705,69.531,1042.6419682613946,1084.5457032940917,1021.6901007450458,1000.7382332286973,65905.39881380275,61698.72051469758,67810.08283149906,69582.33009462456
1339,Home,16.93,14.11,True,Spring,Regular,Sun,Web,13.46,144.0,1938.2400000000002,12.114,14.133000000000001,14.806000000000003,1372.449090216257,1381.372113053468,1367.9875787976516,1363.526067379046,18473.16475431082,16733.94177752971,19333.76845114721,20188.36695361416
1091,Electronics,110.19,126.99,False,Winter,Regular,Wed,Web,110.19,138.0,15206.22,99.171,115.6995,121.209,731.197976513868,804.2461107213178,694.673909410143,658.149842306418,80570.70503206311,79757.89104634381,80373.42398179884,79773.68423611863
1366,Home,52.25,188.95,False,Winter,Regular,Wed,Web,52.25,1799.0,93997.75,47.025,54.862500000000004,57.475,1115.298974424717,1149.937008841082,1097.9799572165343,1080.660940008352,58274.371413691464,54075.78784075187,60237.92540279212,62110.98752698004
1955,Fashion,178.17,16.56,False,Fall,Regular,Sun,Web,178.17,1.0,178.17,160.35299999999998,187.0785,195.987,280.53891821253,398.6529582501139,221.4818981937383,162.42487817494634,49983.619057926466,63925.19781428051,41434.50129123727,31833.16459887321
1454,Fashion,121.28,72.59,False,Fall,Regular,Mon,Mobile App,121.28,32.0,3880.96,109.152,127.34400000000001,133.40800000000002,657.6791627956885,738.0791783749563,617.4791550060545,577.2791472164206,79763.3288638611,80562.81847798324,78632.26551509101,77013.65647184826
1427,Grocery,37.14,104.95,True,Spring,Regular,Fri,Mobile App,29.96,352.0,10545.92,26.964000000000002,31.458000000000002,32.956,1263.0658236382624,1282.9271731332728,1253.1351488907571,1243.204474143252,37841.45207620234,34592.84829636557,39421.12551380544,40971.04664986501
1508,Fashion,125.96,16.33,True,Summer,Regular,Thu,Mobile App,104.95,32.0,3358.4,94.455,110.1975,115.44500000000001,765.9354502634856,835.5098370959737,731.1482568472416,696.3610634309974,80384.92550515282,78918.0816629002,80570.71003392391,80391.40296779151
1775,Electronics,70.71,168.54,False,Winter,Regular,Sat,Mobile App,70.71,681.0,48153.509999999995,63.638999999999996,74.24549999999999,77.781,992.9223016350334,1039.7980033303666,969.4844507873667,946.0465999396998,70209.53594861321,66171.7051339412,71979.85779093343,73584.4505899098
1942,Electronics,207.25,192.95,False,Fall,Regular,Sat,Mobile App,207.25,117.0,24248.25,186.525,217.6125,227.97500000000002,87.75919747991884,225.15120959076353,19.06319142449638,-49.63281463092608,18188.09367771318,41996.32936891717,4148.388743863219,-11315.040915485373
1034,Grocery,115.69,75.98,True,Spring,Premium,Tue,Web,91.35,68.0,6211.799999999999,82.215,95.9175,100.485,856.0937790792873,916.6523330301951,825.8145021038332,795.5352251283794,78204.16671889288,75362.5715600775,79210.06250554443,79939.3570970252
1205,Electronics,52.64,167.61,True,Fall,Regular,Sun,Web,44.92,1261.0,56644.12,40.428000000000004,47.166000000000004,49.412000000000006,1163.8916619408806,1193.6704276056291,1149.0022791085062,1134.112896276132,52282.01345438436,48257.70804724038,54193.84149643181,56038.786430796245
1080,Fashion,111.38,299.75,False,Spring,Premium,Wed,Web,111.38,968.0,107815.84,100.242,116.949,122.518,723.3091227424853,797.1461423270733,686.3906129501912,649.4721031578971,80562.17009105801,79907.52359915049,80272.69579391192,79572.02313469924
1931,Fashion,75.07,267.21,False,Winter,Regular,Wed,Web,75.07,221.0,16590.469999999998,67.563,78.8235,82.577,964.0186021029087,1013.7846737514544,939.1355662786358,914.2525304543628,72368.87645986535,68494.33391266952,74025.95230856404,75496.23120732993
1561,Fashion,240.78,27.01,False,Summer,Regular,Wed,Mobile App,240.78,22.0,5297.16,216.702,252.81900000000002,264.858,-134.5208587843333,25.099158952936705,-214.33086765296844,-294.14087652160333,-32389.932378091777,5439.03794341929,-54186.91562915583,-77905.56427375882
1871,Electronics,295.18,47.09,True,Summer,Regular,Thu,Mobile App,218.54,15.0,3278.1,196.686,229.467,240.394,12.914525985036562,157.79100524536943,-59.5237136451301,-131.96195327529654,2822.34050876989,31035.281657690735,-13658.72799900707,-31722.861795661636
1387,Fashion,17.39,153.38,True,Winter,Regular,Fri,Mobile App,14.49,5880.0,85201.2,13.041,15.214500000000001,15.939000000000002,1365.6209226662368,1375.2267622584498,1360.8180028701304,1356.0150830740238,19787.84716943377,17934.332206612442,20704.1655046676,21613.524409116868
1001,Fashion,210.11,154.24,False,Summer,Regular,Mon,Mobile App,210.11,36.0,7563.960000000001,189.09900000000002,220.61550000000003,231.12100000000004,68.79943127306638,208.08742000459642,-0.8445630926987633,-70.4885574584639,14455.448504783977,39349.123035449185,-186.32370897728404,-16291.385888357638
1389,Grocery,86.55,33.48,False,Spring,Regular,Thu,Web,86.55,55.0,4760.25,77.895,90.8775,95.205,887.9143657201585,945.2908610069793,859.226118076748,830.5378704333376,76848.98835307971,73633.43161813865,78084.32154551966,79071.3579546059
1565,Electronics,29.26,83.82,True,Summer,Premium,Fri,Web,21.59,838.0,18092.42,19.431,22.6695,23.749000000000002,1318.5529715932817,1332.86560629279,1311.3966542435273,1304.240336893773,28467.55865669895,25898.911595875205,29728.70645337364,30974.403760890218
1105,Fashion,14.16,27.74,False,Fall,Regular,Tue,Mobile App,14.16,307.0,4347.12,12.744,14.868,15.576000000000002,1367.8085879977966,1377.1956610568536,1363.1150514682681,1358.4215149387396,19368.1696060488,17550.98150450854,20266.79458523021,21158.77351668581
1771,Fashion,265.49,163.67,False,Winter,Regular,Sat,Mobile App,265.49,99.0,26283.510000000002,238.941,278.7645,292.03900000000004,-298.3305870959848,-122.32959652754948,-386.33108238020213,-474.33157766442014,-79203.78756811301,-29229.5561238892,-107695.39101417585,-138523.3196095396
1821,Fashion,112.55,152.17,False,Winter,Regular,Fri,Web,112.55,210.0,23635.5,101.295,118.17750000000001,123.805,715.5528547487729,790.1655011327323,678.2465315567932,640.9402083648135,80535.4738019744,80039.81443724011,80153.47948305294,79351.60249660574
1476,Home,298.42,11.83,False,Fall,Regular,Fri,Web,298.42,2.0,596.84,268.57800000000003,313.341,328.26200000000006,-516.633070030128,-318.80183116827857,-615.5486894610526,-714.4643088919779,-154173.6407583908,-85623.15821151393,-192876.64190441568,-234531.4829654985
1702,Electronics,138.29,149.93,False,Winter,Regular,Mon,Mobile App,138.29,162.0,22402.98,124.461,145.2045,152.119,544.9149588871013,636.5913948572278,499.07674090203807,453.2385229169747,75356.28966449724,79230.80159532542,72468.18862430999,68946.19086760728
1401,Electronics,64.4,160.74,False,Spring,Regular,Fri,Web,64.4,404.0,26017.600000000002,57.96000000000001,67.62,70.84000000000002,1034.7531144900117,1077.4457348998471,1013.406804285094,992.0604940801762,66638.10057315676,62448.754794795146,68526.56810575807,70277.5654006397
1729,Home,235.37,185.65,True,Spring,Premium,Fri,Mobile App,203.27,66.0,13415.820000000002,182.943,213.4335,223.59700000000004,114.1437672363079,248.8973223715136,46.76698966870481,-20.609787898898276,23202.003566124306,45534.02284661182,9981.642289455509,-4608.2867448299585
1555,Fashion,278.68,291.33,False,Spring,Premium,Sat,Web,278.68,107.0,29818.760000000002,250.812,292.61400000000003,306.54800000000006,-385.77090746954514,-201.02588486375407,-478.143418772441,-570.5159300753369,-107506.63649361284,-50419.70423444789,-139911.45834067906,-174890.5173327344
1161,Fashion,246.53,294.98,True,Fall,Regular,Sun,Web,219.27,245.0,53721.15,197.34300000000002,230.23350000000002,241.19700000000003,8.075145100070586,153.4355624489001,-64.60506357434429,-137.28527224875916,1770.6370660924774,30279.434200353295,-14874.249904443795,-33112.795810583964
1201,Electronics,226.11,162.81,False,Winter,Regular,Wed,Web,226.11,79.0,17862.690000000002,203.49900000000002,237.41550000000004,248.72100000000003,-37.269190863170934,112.62566008198291,-112.21661633574786,-187.16404180832478,-8426.93674607158,22919.209201023445,-26641.96407565975,-46551.62764260836
1957,Electronics,107.06,255.1,True,Summer,Premium,Mon,Web,82.62,646.0,53372.520000000004,74.358,86.751,90.88200000000002,913.9674710323717,968.7386557879711,886.5818786545719,859.1962862767721,75511.99245669456,72033.46896708196,76911.86455516277,78085.47688940562
1995,Electronics,28.7,34.7,False,Fall,Regular,Sun,Web,28.7,131.0,3759.7,25.83,30.135,31.57,1271.418727631491,1290.4447867271788,1261.9056980836474,1252.3926685358035,36489.71748302379,33332.18884116303,38027.528211750716,39538.03654567532
1269,Electronics,68.38,164.03,False,Spring,Regular,Fri,Mobile App,68.38,731.0,49985.78,61.541999999999994,71.79899999999999,75.218,1008.3685447336229,1053.6996221190973,985.7030060408856,963.0374673481484,68952.24108888513,64846.78214445348,70772.49013072954,72437.75221899303
1862,Home,139.57,206.88,False,Winter,Regular,Fri,Web,139.57,146.0,20377.219999999998,125.613,146.5485,153.52700000000002,536.4294691162023,628.9544540634188,490.16697664259414,443.90448416898573,74869.46100454836,79004.85583826822,71833.23517650721,68151.32374101187
